EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 14-02-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 PP   : Sea level pressure in 0.1 hPa
30-34 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station HOEK VAN HOLLAND, NETHERLANDS (STAID: 602)
Blended and updated with sources:2449 906330 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   PP, Q_PP
   602,  2449,19710328,10210,    0
   602,  2449,19710329,10146,    0
   602,  2449,19710330,10141,    0
   602,  2449,19710331,10148,    0
   602,  2449,19710401,10051,    0
   602,  2449,19710402, 9998,    0
   602,  2449,19710403,10010,    0
   602,  2449,19710404, 9993,    0
   602,  2449,19710405,10028,    0
   602,  2449,19710406,10090,    0
   602,  2449,19710407,10121,    0
   602,  2449,19710408,10133,    0
   602,  2449,19710409,10183,    0
   602,  2449,19710410,10277,    0
   602,  2449,19710411,10279,    0
   602,  2449,19710412,10248,    0
   602,  2449,19710413,10239,    0
   602,  2449,19710414,10240,    0
   602,  2449,19710415,10187,    0
   602,  2449,19710416,10073,    0
   602,  2449,19710417,10127,    0
   602,  2449,19710418,10198,    0
   602,  2449,19710419,10213,    0
   602,  2449,19710420,10221,    0
   602,  2449,19710421,10214,    0
   602,  2449,19710422,10136,    0
   602,  2449,19710423,10018,    0
   602,  2449,19710424, 9997,    0
   602,  2449,19710425,10105,    0
   602,  2449,19710426,10097,    0
   602,  2449,19710427,10103,    0
   602,  2449,19710428,10201,    0
   602,  2449,19710429,10210,    0
   602,  2449,19710430,10202,    0
   602,  2449,19710501,10166,    0
   602,  2449,19710502,10196,    0
   602,  2449,19710503,10187,    0
   602,  2449,19710504,10171,    0
   602,  2449,19710505,10158,    0
   602,  2449,19710506,10168,    0
   602,  2449,19710507,10130,    0
   602,  2449,19710508,10173,    0
   602,  2449,19710509,10213,    0
   602,  2449,19710510,10255,    0
   602,  2449,19710511,10226,    0
   602,  2449,19710512,10152,    0
   602,  2449,19710513,10162,    0
   602,  2449,19710514,10149,    0
   602,  2449,19710515,10079,    0
   602,  2449,19710516,10034,    0
   602,  2449,19710517,10049,    0
   602,  2449,19710518,10114,    0
   602,  2449,19710519,10153,    0
   602,  2449,19710520,10149,    0
   602,  2449,19710521,10116,    0
   602,  2449,19710522,10036,    0
   602,  2449,19710523,10002,    0
   602,  2449,19710524,10043,    0
   602,  2449,19710525,10071,    0
   602,  2449,19710526,10066,    0
   602,  2449,19710527,10041,    0
   602,  2449,19710528,10042,    0
   602,  2449,19710529,10131,    0
   602,  2449,19710530,10178,    0
   602,  2449,19710531,10213,    0
   602,  2449,19710601,10237,    0
   602,  2449,19710602,10195,    0
   602,  2449,19710603,10159,    0
   602,  2449,19710604,10126,    0
   602,  2449,19710605,10088,    0
   602,  2449,19710606,10095,    0
   602,  2449,19710607,10129,    0
   602,  2449,19710608,10117,    0
   602,  2449,19710609,10096,    0
   602,  2449,19710610,10040,    0
   602,  2449,19710611,10053,    0
   602,  2449,19710612,10112,    0
   602,  2449,19710613,10141,    0
   602,  2449,19710614,10089,    0
   602,  2449,19710615,10091,    0
   602,  2449,19710616,10180,    0
   602,  2449,19710617,10194,    0
   602,  2449,19710618,10189,    0
   602,  2449,19710619,10101,    0
   602,  2449,19710620,10109,    0
   602,  2449,19710621,10155,    0
   602,  2449,19710622,10126,    0
   602,  2449,19710623,10193,    0
   602,  2449,19710624,10137,    0
   602,  2449,19710625,10098,    0
   602,  2449,19710626,10055,    0
   602,  2449,19710627,10102,    0
   602,  2449,19710628,10102,    0
   602,  2449,19710629,10192,    0
   602,  2449,19710630,10188,    0
   602,  2449,19710701,10235,    0
   602,  2449,19710702,10210,    0
   602,  2449,19710703,10187,    0
   602,  2449,19710704,10149,    0
   602,  2449,19710705,10180,    0
   602,  2449,19710706,10284,    0
   602,  2449,19710707,10315,    0
   602,  2449,19710708,10253,    0
   602,  2449,19710709,10228,    0
   602,  2449,19710710,10246,    0
   602,  2449,19710711,10248,    0
   602,  2449,19710712,10258,    0
   602,  2449,19710713,10301,    0
   602,  2449,19710714,10262,    0
   602,  2449,19710715,10201,    0
   602,  2449,19710716,10187,    0
   602,  2449,19710717,10182,    0
   602,  2449,19710718,10184,    0
   602,  2449,19710719,10205,    0
   602,  2449,19710720,10203,    0
   602,  2449,19710721,10174,    0
   602,  2449,19710722,10127,    0
   602,  2449,19710723,10075,    0
   602,  2449,19710724,10070,    0
   602,  2449,19710725,10129,    0
   602,  2449,19710726,10190,    0
   602,  2449,19710727,10192,    0
   602,  2449,19710728,10179,    0
   602,  2449,19710729,10214,    0
   602,  2449,19710730,10193,    0
   602,  2449,19710731,10139,    0
   602,  2449,19710801,10147,    0
   602,  2449,19710802,10131,    0
   602,  2449,19710803,10075,    0
   602,  2449,19710804,10085,    0
   602,  2449,19710805,10060,    0
   602,  2449,19710806,10104,    0
   602,  2449,19710807,10155,    0
   602,  2449,19710808,10243,    0
   602,  2449,19710809,10198,    0
   602,  2449,19710810,10086,    0
   602,  2449,19710811,10066,    0
   602,  2449,19710812,10131,    0
   602,  2449,19710813,10080,    0
   602,  2449,19710814,10054,    0
   602,  2449,19710815,10150,    0
   602,  2449,19710816,10236,    0
   602,  2449,19710817,10214,    0
   602,  2449,19710818,10168,    0
   602,  2449,19710819,10144,    0
   602,  2449,19710820,10122,    0
   602,  2449,19710821,10141,    0
   602,  2449,19710822,10157,    0
   602,  2449,19710823,10184,    0
   602,  2449,19710824,10229,    0
   602,  2449,19710825,10195,    0
   602,  2449,19710826,10082,    0
   602,  2449,19710827,10101,    0
   602,  2449,19710828,10164,    0
   602,  2449,19710829,10143,    0
   602,  2449,19710830,10115,    0
   602,  2449,19710831,10141,    0
   602,  2449,19710901,10161,    0
   602,  2449,19710902,10225,    0
   602,  2449,19710903,10250,    0
   602,  2449,19710904,10260,    0
   602,  2449,19710905,10294,    0
   602,  2449,19710906,10310,    0
   602,  2449,19710907,10300,    0
   602,  2449,19710908,10253,    0
   602,  2449,19710909,10187,    0
   602,  2449,19710910,10129,    0
   602,  2449,19710911,10182,    0
   602,  2449,19710912,10231,    0
   602,  2449,19710913,10250,    0
   602,  2449,19710914,10255,    0
   602,  2449,19710915,10298,    0
   602,  2449,19710916,10326,    0
   602,  2449,19710917,10280,    0
   602,  2449,19710918,10214,    0
   602,  2449,19710919,10232,    0
   602,  2449,19710920,10263,    0
   602,  2449,19710921,10264,    0
   602,  2449,19710922,10230,    0
   602,  2449,19710923,10161,    0
   602,  2449,19710924,10186,    0
   602,  2449,19710925,10198,    0
   602,  2449,19710926,10185,    0
   602,  2449,19710927,10117,    0
   602,  2449,19710928,10141,    0
   602,  2449,19710929,10234,    0
   602,  2449,19710930,10286,    0
   602,  2449,19711001,10296,    0
   602,  2449,19711002,10244,    0
   602,  2449,19711003,10209,    0
   602,  2449,19711004,10259,    0
   602,  2449,19711005,10362,    0
   602,  2449,19711006,10342,    0
   602,  2449,19711007,10281,    0
   602,  2449,19711008,10231,    0
   602,  2449,19711009,10176,    0
   602,  2449,19711010,10175,    0
   602,  2449,19711011,10164,    0
   602,  2449,19711012,10151,    0
   602,  2449,19711013,10155,    0
   602,  2449,19711014,10213,    0
   602,  2449,19711015,10312,    0
   602,  2449,19711016,10272,    0
   602,  2449,19711017,10157,    0
   602,  2449,19711018,10116,    0
   602,  2449,19711019,10095,    0
   602,  2449,19711020,10201,    0
   602,  2449,19711021,10258,    0
   602,  2449,19711022,10240,    0
   602,  2449,19711023,10285,    0
   602,  2449,19711024,10245,    0
   602,  2449,19711025,10286,    0
   602,  2449,19711026,10350,    0
   602,  2449,19711027,10375,    0
   602,  2449,19711028,10330,    0
   602,  2449,19711029,10279,    0
   602,  2449,19711030,10249,    0
   602,  2449,19711031,10270,    0
   602,  2449,19711101,10317,    0
   602,  2449,19711102,10316,    0
   602,  2449,19711103,10321,    0
   602,  2449,19711104,10265,    0
   602,  2449,19711105,10079,    0
   602,  2449,19711106,10059,    0
   602,  2449,19711107,10122,    0
   602,  2449,19711108,10004,    0
   602,  2449,19711109,10095,    0
   602,  2449,19711110,10221,    0
   602,  2449,19711111,10219,    0
   602,  2449,19711112,10186,    0
   602,  2449,19711113,10123,    0
   602,  2449,19711114,10226,    0
   602,  2449,19711115,10265,    0
   602,  2449,19711116,10161,    0
   602,  2449,19711117,10150,    0
   602,  2449,19711118, 9983,    0
   602,  2449,19711119,10090,    0
   602,  2449,19711120,10219,    0
   602,  2449,19711121, 9882,    0
   602,  2449,19711122, 9961,    0
   602,  2449,19711123,10025,    0
   602,  2449,19711124,10154,    0
   602,  2449,19711125,10165,    0
   602,  2449,19711126,10176,    0
   602,  2449,19711127,10108,    0
   602,  2449,19711128,10001,    0
   602,  2449,19711129,10038,    0
   602,  2449,19711130,10032,    0
   602,  2449,19711201,10071,    0
   602,  2449,19711202,10114,    0
   602,  2449,19711203,10277,    0
   602,  2449,19711204,10344,    0
   602,  2449,19711205,10345,    0
   602,  2449,19711206,10317,    0
   602,  2449,19711207,10347,    0
   602,  2449,19711208,10352,    0
   602,  2449,19711209,10277,    0
   602,  2449,19711210,10237,    0
   602,  2449,19711211,10246,    0
   602,  2449,19711212,10244,    0
   602,  2449,19711213,10238,    0
   602,  2449,19711214,10246,    0
   602,  2449,19711215,10293,    0
   602,  2449,19711216,10330,    0
   602,  2449,19711217,10294,    0
   602,  2449,19711218,10255,    0
   602,  2449,19711219,10126,    0
   602,  2449,19711220,10188,    0
   602,  2449,19711221,10262,    0
   602,  2449,19711222,10249,    0
   602,  2449,19711223,10216,    0
   602,  2449,19711224,10263,    0
   602,  2449,19711225,10267,    0
   602,  2449,19711226,10232,    0
   602,  2449,19711227,10224,    0
   602,  2449,19711228,10213,    0
   602,  2449,19711229,10249,    0
   602,  2449,19711230,10277,    0
   602,  2449,19711231,10264,    0
   602,  2449,19720101,10239,    0
   602,  2449,19720102,10196,    0
   602,  2449,19720103,10175,    0
   602,  2449,19720104,10171,    0
   602,  2449,19720105,10198,    0
   602,  2449,19720106,10211,    0
   602,  2449,19720107,10204,    0
   602,  2449,19720108,10149,    0
   602,  2449,19720109,10142,    0
   602,  2449,19720110,10169,    0
   602,  2449,19720111,10119,    0
   602,  2449,19720112,10126,    0
   602,  2449,19720113,10122,    0
   602,  2449,19720114,10120,    0
   602,  2449,19720115,10108,    0
   602,  2449,19720116,10051,    0
   602,  2449,19720117,10033,    0
   602,  2449,19720118,10109,    0
   602,  2449,19720119,10051,    0
   602,  2449,19720120,10066,    0
   602,  2449,19720121,10162,    0
   602,  2449,19720122,10266,    0
   602,  2449,19720123,10239,    0
   602,  2449,19720124,10091,    0
   602,  2449,19720125,10101,    0
   602,  2449,19720126,10005,    0
   602,  2449,19720127, 9874,    0
   602,  2449,19720128,10163,    0
   602,  2449,19720129,10237,    0
   602,  2449,19720130,10163,    0
   602,  2449,19720131,10166,    0
   602,  2449,19720201,10143,    0
   602,  2449,19720202,10068,    0
   602,  2449,19720203,10024,    0
   602,  2449,19720204, 9997,    0
   602,  2449,19720205,10040,    0
   602,  2449,19720206,10022,    0
   602,  2449,19720207,10045,    0
   602,  2449,19720208,10100,    0
   602,  2449,19720209,10088,    0
   602,  2449,19720210,10070,    0
   602,  2449,19720211, 9884,    0
   602,  2449,19720212, 9891,    0
   602,  2449,19720213,10000,    0
   602,  2449,19720214,10169,    0
   602,  2449,19720215,10153,    0
   602,  2449,19720216,10062,    0
   602,  2449,19720217,10107,    0
   602,  2449,19720218,10156,    0
   602,  2449,19720219,10143,    0
   602,  2449,19720220,10105,    0
   602,  2449,19720221,10151,    0
   602,  2449,19720222,10213,    0
   602,  2449,19720223,10247,    0
   602,  2449,19720224,10213,    0
   602,  2449,19720225,10180,    0
   602,  2449,19720226,10186,    0
   602,  2449,19720227,10202,    0
   602,  2449,19720228,10208,    0
   602,  2449,19720229,10189,    0
   602,  2449,19720301,10168,    0
   602,  2449,19720302,10167,    0
   602,  2449,19720303,10037,    0
   602,  2449,19720304, 9985,    0
   602,  2449,19720305, 9928,    0
   602,  2449,19720306, 9918,    0
   602,  2449,19720307, 9967,    0
   602,  2449,19720308,10082,    0
   602,  2449,19720309,10125,    0
   602,  2449,19720310,10175,    0
   602,  2449,19720311,10234,    0
   602,  2449,19720312,10289,    0
   602,  2449,19720313,10211,    0
   602,  2449,19720314,10192,    0
   602,  2449,19720315,10223,    0
   602,  2449,19720316,10250,    0
   602,  2449,19720317,10240,    0
   602,  2449,19720318,10198,    0
   602,  2449,19720319,10167,    0
   602,  2449,19720320,10197,    0
   602,  2449,19720321,10230,    0
   602,  2449,19720322,10249,    0
   602,  2449,19720323,10253,    0
   602,  2449,19720324,10288,    0
   602,  2449,19720325,10162,    0
   602,  2449,19720326,10032,    0
   602,  2449,19720327, 9946,    0
   602,  2449,19720328, 9960,    0
   602,  2449,19720329,10068,    0
   602,  2449,19720330,10090,    0
   602,  2449,19720331,10111,    0
   602,  2449,19720401,10161,    0
   602,  2449,19720402,10174,    0
   602,  2449,19720403,10138,    0
   602,  2449,19720404, 9993,    0
   602,  2449,19720405, 9974,    0
   602,  2449,19720406,10009,    0
   602,  2449,19720407, 9992,    0
   602,  2449,19720408,10022,    0
   602,  2449,19720409,10098,    0
   602,  2449,19720410, 9949,    0
   602,  2449,19720411, 9884,    0
   602,  2449,19720412,10045,    0
   602,  2449,19720413,10160,    0
   602,  2449,19720414,10156,    0
   602,  2449,19720415,10147,    0
   602,  2449,19720416,10203,    0
   602,  2449,19720417,10229,    0
   602,  2449,19720418,10187,    0
   602,  2449,19720419,10162,    0
   602,  2449,19720420,10211,    0
   602,  2449,19720421,10196,    0
   602,  2449,19720422,10186,    0
   602,  2449,19720423,10236,    0
   602,  2449,19720424,10194,    0
   602,  2449,19720425,10238,    0
   602,  2449,19720426,10190,    0
   602,  2449,19720427,10177,    0
   602,  2449,19720428,10154,    0
   602,  2449,19720429, 9951,    0
   602,  2449,19720430, 9987,    0
   602,  2449,19720501,10059,    0
   602,  2449,19720502,10114,    0
   602,  2449,19720503,10126,    0
   602,  2449,19720504,10106,    0
   602,  2449,19720505,10088,    0
   602,  2449,19720506,10135,    0
   602,  2449,19720507,10171,    0
   602,  2449,19720508,10153,    0
   602,  2449,19720509,10142,    0
   602,  2449,19720510,10139,    0
   602,  2449,19720511,10157,    0
   602,  2449,19720512,10062,    0
   602,  2449,19720513,10076,    0
   602,  2449,19720514,10121,    0
   602,  2449,19720515,10160,    0
   602,  2449,19720516,10169,    0
   602,  2449,19720517,10117,    0
   602,  2449,19720518,10126,    0
   602,  2449,19720519,10162,    0
   602,  2449,19720520,10163,    0
   602,  2449,19720521,10175,    0
   602,  2449,19720522,10154,    0
   602,  2449,19720523,10143,    0
   602,  2449,19720524,10143,    0
   602,  2449,19720525,10170,    0
   602,  2449,19720526,10050,    0
   602,  2449,19720527, 9987,    0
   602,  2449,19720528,10116,    0
   602,  2449,19720529,10115,    0
   602,  2449,19720530,10106,    0
   602,  2449,19720531,10119,    0
   602,  2449,19720601,10154,    0
   602,  2449,19720602,10178,    0
   602,  2449,19720603,10143,    0
   602,  2449,19720604,10100,    0
   602,  2449,19720605,10097,    0
   602,  2449,19720606,10134,    0
   602,  2449,19720607,10152,    0
   602,  2449,19720608,10164,    0
   602,  2449,19720609,10124,    0
   602,  2449,19720610,10079,    0
   602,  2449,19720611,10092,    0
   602,  2449,19720612,10104,    0
   602,  2449,19720613,10141,    0
   602,  2449,19720614,10193,    0
   602,  2449,19720615,10173,    0
   602,  2449,19720616,10199,    0
   602,  2449,19720617,10202,    0
   602,  2449,19720618,10091,    0
   602,  2449,19720619,10098,    0
   602,  2449,19720620,10171,    0
   602,  2449,19720621,10157,    0
   602,  2449,19720622,10112,    0
   602,  2449,19720623,10118,    0
   602,  2449,19720624,10167,    0
   602,  2449,19720625,10189,    0
   602,  2449,19720626,10166,    0
   602,  2449,19720627,10129,    0
   602,  2449,19720628,10187,    0
   602,  2449,19720629,10182,    0
   602,  2449,19720630,10144,    0
   602,  2449,19720701,10129,    0
   602,  2449,19720702,10156,    0
   602,  2449,19720703,10147,    0
   602,  2449,19720704,10123,    0
   602,  2449,19720705,10085,    0
   602,  2449,19720706,10138,    0
   602,  2449,19720707,10177,    0
   602,  2449,19720708,10169,    0
   602,  2449,19720709,10145,    0
   602,  2449,19720710,10231,    0
   602,  2449,19720711,10243,    0
   602,  2449,19720712,10273,    0
   602,  2449,19720713,10303,    0
   602,  2449,19720714,10297,    0
   602,  2449,19720715,10280,    0
   602,  2449,19720716,10239,    0
   602,  2449,19720717,10201,    0
   602,  2449,19720718,10169,    0
   602,  2449,19720719,10151,    0
   602,  2449,19720720,10149,    0
   602,  2449,19720721,10176,    0
   602,  2449,19720722,10186,    0
   602,  2449,19720723,10175,    0
   602,  2449,19720724,10143,    0
   602,  2449,19720725,10198,    0
   602,  2449,19720726,10244,    0
   602,  2449,19720727,10196,    0
   602,  2449,19720728,10136,    0
   602,  2449,19720729,10173,    0
   602,  2449,19720730,10153,    0
   602,  2449,19720731,10075,    0
   602,  2449,19720801,10034,    0
   602,  2449,19720802,10060,    0
   602,  2449,19720803,10149,    0
   602,  2449,19720804,10172,    0
   602,  2449,19720805,10166,    0
   602,  2449,19720806,10143,    0
   602,  2449,19720807,10102,    0
   602,  2449,19720808,10076,    0
   602,  2449,19720809,10166,    0
   602,  2449,19720810,10216,    0
   602,  2449,19720811,10228,    0
   602,  2449,19720812,10191,    0
   602,  2449,19720813,10156,    0
   602,  2449,19720814,10182,    0
   602,  2449,19720815,10212,    0
   602,  2449,19720816,10242,    0
   602,  2449,19720817,10168,    0
   602,  2449,19720818,10184,    0
   602,  2449,19720819,10242,    0
   602,  2449,19720820,10258,    0
   602,  2449,19720821,10256,    0
   602,  2449,19720822,10263,    0
   602,  2449,19720823,10248,    0
   602,  2449,19720824,10249,    0
   602,  2449,19720825,10259,    0
   602,  2449,19720826,10222,    0
   602,  2449,19720827,10202,    0
   602,  2449,19720828,10206,    0
   602,  2449,19720829,10208,    0
   602,  2449,19720830,10223,    0
   602,  2449,19720831,10250,    0
   602,  2449,19720901,10291,    0
   602,  2449,19720902,10297,    0
   602,  2449,19720903,10250,    0
   602,  2449,19720904,10222,    0
   602,  2449,19720905,10200,    0
   602,  2449,19720906,10166,    0
   602,  2449,19720907,10123,    0
   602,  2449,19720908,10139,    0
   602,  2449,19720909,10058,    0
   602,  2449,19720910,10113,    0
   602,  2449,19720911,10204,    0
   602,  2449,19720912,10213,    0
   602,  2449,19720913,10169,    0
   602,  2449,19720914,10181,    0
   602,  2449,19720915,10200,    0
   602,  2449,19720916,10169,    0
   602,  2449,19720917,10198,    0
   602,  2449,19720918,10207,    0
   602,  2449,19720919,10210,    0
   602,  2449,19720920,10240,    0
   602,  2449,19720921,10265,    0
   602,  2449,19720922,10277,    0
   602,  2449,19720923,10257,    0
   602,  2449,19720924,10233,    0
   602,  2449,19720925,10229,    0
   602,  2449,19720926,10247,    0
   602,  2449,19720927,10239,    0
   602,  2449,19720928,10251,    0
   602,  2449,19720929,10264,    0
   602,  2449,19720930,10241,    0
   602,  2449,19721001,10184,    0
   602,  2449,19721002,10229,    0
   602,  2449,19721003,10288,    0
   602,  2449,19721004,10278,    0
   602,  2449,19721005,10241,    0
   602,  2449,19721006,10218,    0
   602,  2449,19721007,10236,    0
   602,  2449,19721008,10246,    0
   602,  2449,19721009,10186,    0
   602,  2449,19721010,10076,    0
   602,  2449,19721011,10070,    0
   602,  2449,19721012,10124,    0
   602,  2449,19721013,10172,    0
   602,  2449,19721014,10229,    0
   602,  2449,19721015,10304,    0
   602,  2449,19721016,10341,    0
   602,  2449,19721017,10329,    0
   602,  2449,19721018,10325,    0
   602,  2449,19721019,10264,    0
   602,  2449,19721020,10154,    0
   602,  2449,19721021,10174,    0
   602,  2449,19721022,10174,    0
   602,  2449,19721023,10180,    0
   602,  2449,19721024,10195,    0
   602,  2449,19721025,10196,    0
   602,  2449,19721026,10133,    0
   602,  2449,19721027,10042,    0
   602,  2449,19721028,10113,    0
   602,  2449,19721029,10213,    0
   602,  2449,19721030,10207,    0
   602,  2449,19721031,10175,    0
   602,  2449,19721101,10233,    0
   602,  2449,19721102,10280,    0
   602,  2449,19721103,10264,    0
   602,  2449,19721104,10253,    0
   602,  2449,19721105,10256,    0
   602,  2449,19721106,10262,    0
   602,  2449,19721107,10204,    0
   602,  2449,19721108,10235,    0
   602,  2449,19721109,10196,    0
   602,  2449,19721110,10038,    0
   602,  2449,19721111,10038,    0
   602,  2449,19721112,10005,    0
   602,  2449,19721113, 9940,    0
   602,  2449,19721114,10072,    0
   602,  2449,19721115,10170,    0
   602,  2449,19721116,10101,    0
   602,  2449,19721117,10062,    0
   602,  2449,19721118,10149,    0
   602,  2449,19721119,10050,    0
   602,  2449,19721120, 9842,    0
   602,  2449,19721121, 9921,    0
   602,  2449,19721122,10052,    0
   602,  2449,19721123,10136,    0
   602,  2449,19721124,10245,    0
   602,  2449,19721125,10312,    0
   602,  2449,19721126,10326,    0
   602,  2449,19721127,10302,    0
   602,  2449,19721128,10170,    0
   602,  2449,19721129,10108,    0
   602,  2449,19721130,10003,    0
   602,  2449,19721201,10020,    0
   602,  2449,19721202, 9997,    0
   602,  2449,19721203,10066,    0
   602,  2449,19721204,10076,    0
   602,  2449,19721205,10099,    0
   602,  2449,19721206,10068,    0
   602,  2449,19721207,10042,    0
   602,  2449,19721208,10079,    0
   602,  2449,19721209,10124,    0
   602,  2449,19721210,10181,    0
   602,  2449,19721211,10224,    0
   602,  2449,19721212,10195,    0
   602,  2449,19721213,10208,    0
   602,  2449,19721214,10292,    0
   602,  2449,19721215,10262,    0
   602,  2449,19721216,10269,    0
   602,  2449,19721217,10309,    0
   602,  2449,19721218,10350,    0
   602,  2449,19721219,10400,    0
   602,  2449,19721220,10376,    0
   602,  2449,19721221,10341,    0
   602,  2449,19721222,10335,    0
   602,  2449,19721223,10267,    0
   602,  2449,19721224,10252,    0
   602,  2449,19721225,10220,    0
   602,  2449,19721226,10168,    0
   602,  2449,19721227,10119,    0
   602,  2449,19721228,10125,    0
   602,  2449,19721229,10243,    0
   602,  2449,19721230,10308,    0
   602,  2449,19721231,10292,    0
   602,  2449,19730101,10271,    0
   602,  2449,19730102,10292,    0
   602,  2449,19730103,10307,    0
   602,  2449,19730104,10356,    0
   602,  2449,19730105,10405,    0
   602,  2449,19730106,10405,    0
   602,  2449,19730107,10394,    0
   602,  2449,19730108,10375,    0
   602,  2449,19730109,10344,    0
   602,  2449,19730110,10319,    0
   602,  2449,19730111,10320,    0
   602,  2449,19730112,10302,    0
   602,  2449,19730113,10236,    0
   602,  2449,19730114,10142,    0
   602,  2449,19730115,10007,    0
   602,  2449,19730116,10065,    0
   602,  2449,19730117,10108,    0
   602,  2449,19730118,10181,    0
   602,  2449,19730119,10166,    0
   602,  2449,19730120,10038,    0
   602,  2449,19730121,10053,    0
   602,  2449,19730122,10209,    0
   602,  2449,19730123,10289,    0
   602,  2449,19730124,10319,    0
   602,  2449,19730125,10278,    0
   602,  2449,19730126,10168,    0
   602,  2449,19730127,10074,    0
   602,  2449,19730128,10184,    0
   602,  2449,19730129,10185,    0
   602,  2449,19730130,10149,    0
   602,  2449,19730131,10155,    0
   602,  2449,19730201,10197,    0
   602,  2449,19730202,10299,    0
   602,  2449,19730203,10356,    0
   602,  2449,19730204,10350,    0
